"Site","months","monthly","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg","WC_avg_15cm","WC_avg_5cm","WC_avg_30cm","ST_avg","W_avg","SD_avg"
"Tamarac","Mar","min",-18.8,-25.61,-13.77,0,Inf,39.65,-22.18,0.04,Inf,2.77,Inf,0.09,0.1,0.03,-0.63,Inf,Inf
"Tamarac","Mar","obs_na",0,0,0,0,124,0,0,0,124,0,124,0,0,0,0,124,124
"Tamarac","Apr","mean",3.57,-2.11,9.22,0.62,NA,60.05,-4.21,1.27,NA,7.88,NA,0.15,0.22,0.12,1.72,NA,NA
"Tamarac","Apr","max",13.04,5.95,23.69,8.6,-Inf,93.5,3.55,3.13,-Inf,16.62,-Inf,0.21,0.33,0.22,6.76,-Inf,-Inf
"Tamarac","Apr","min",-7.51,-13.28,-2.98,0,Inf,32.53,-16.81,0.22,Inf,4.28,Inf,0.12,0.14,0.05,-0.14,Inf,Inf
"Tamarac","Apr","obs_na",0,0,0,0,120,0,0,0,120,0,120,0,0,0,0,120,120
"Tamarac","May","mean",9.88,3.69,15.84,1.24,NA,63.64,2.39,1.23,NA,7.52,NA,0.15,0.2,0.11,8.33,NA,NA
"Tamarac","May","max",21.06,12.22,30.44,13.6,-Inf,94.92,8.77,2.7,-Inf,11.58,-Inf,0.16,0.25,0.19,13.41,-Inf,-Inf
"Tamarac","May","min",2.55,-2.28,4.3,0,Inf,37.3,-5.17,0.22,Inf,4.28,Inf,0.14,0.18,0.07,3.63,Inf,Inf
"Tamarac","May","obs_na",0,0,0,0,124,0,0,0,124,0,124,0,0,0,0,124,124
"Tamarac","Jun","mean",13.65,7.2,19.89,1.74,NA,62.44,5.71,1.11,NA,7.33,NA,0.14,0.19,0.1,12.34,NA,NA
"Tamarac","Jun","max",21.96,15.22,31.43,22.6,-Inf,88.22,11.46,2.63,-Inf,13.09,-Inf,0.16,0.23,0.18,16.13,-Inf,-Inf
"Tamarac","Jun","min",6.42,0.88,9.68,0,Inf,33.86,-1.66,0.3,Inf,4.03,Inf,0.11,0.14,0.06,9.3,Inf,Inf
"Tamarac","Jun","obs_na",0,0,0,0,120,0,0,0,120,0,120,23,23,0,0,120,120
"Tamarac","Jul","mean",16.88,Inf,-Inf,1.46,NA,64.39,9.33,0.88,NA,-Inf,NA,0.11,0.15,0.09,14.67,NA,NA
"Tamarac","Jul","max",24.54,Inf,33.73,16.2,-Inf,90.7,14.25,2.39,-Inf,16.12,-Inf,0.17,0.24,0.16,17.91,-Inf,-Inf
"Tamarac","Jul","min",10.2,4.06,-Inf,0,Inf,39.67,2.72,0.07,Inf,-Inf,Inf,0.06,0.08,0.04,12.45,Inf,Inf
"Tamarac","Jul","obs_na",16,0,0,7,134,16,16,7,134,0,134,26,26,13,13,134,134
"Tamarac","Aug","mean",16.23,Inf,-Inf,0.93,NA,66.81,9.37,0.83,NA,6.28,NA,0.08,0.1,0.09,14.82,NA,NA
"Tamarac","Aug","max",23.83,Inf,31.89,20.8,-Inf,90.95,14.73,3.03,-Inf,11.33,-Inf,0.12,0.17,0.17,17.51,-Inf,-Inf
"Tamarac","Aug","min",9.19,2.1,-Inf,0,Inf,44.73,3.11,0.12,Inf,2.77,Inf,0.06,0.07,0.04,11.79,Inf,Inf
"Tamarac","Aug","obs_na",37,0,0,0,155,37,37,0,155,0,155,58,58,58,58,155,155
"Tamarac","Sep","mean",11.42,Inf,-Inf,1.39,NA,69.2,5.36,0.76,NA,5.98,NA,0.07,0.1,0.08,10.97,NA,NA
"Tamarac","Sep","max",18.97,Inf,28.49,25.6,-Inf,94.24,10.64,2.77,-Inf,13.35,-Inf,0.13,0.25,0.2,14.89,-Inf,-Inf
"Tamarac","Sep","min",6.06,-0.82,-Inf,0,Inf,39.39,0.38,0,Inf,0,Inf,0.05,0.06,0.03,8.47,Inf,Inf
"Tamarac","Sep","obs_na",60,0,0,0,150,60,60,0,150,0,150,60,60,60,60,150,150
"Tamarac","Oct","mean",5.01,Inf,-Inf,0.7,NA,75.15,0.59,0.94,NA,6.75,NA,0.09,0.13,0.08,6.05,NA,NA
"Tamarac","Oct","max",15.13,Inf,24.56,8.2,-Inf,98.35,8.92,3.27,-Inf,14.61,-Inf,0.16,0.26,0.22,10.85,-Inf,-Inf
"Tamarac","Oct","min",-6.97,-12.64,-Inf,0,Inf,51.55,-13.34,0,Inf,0,Inf,0.05,0.06,0.03,0.14,Inf,Inf
"Tamarac","Oct","obs_na",11,0,0,0,126,11,11,0,126,0,126,11,11,11,11,126,126
"Tamarac","Nov","mean",-2.77,-5.71,0.24,0.89,NA,84.13,-5.22,1.01,NA,7.12,NA,0.11,0.13,0.09,1.86,NA,NA
"Tamarac","Nov","max",6.23,4.4,9.19,13.4,-Inf,97.86,5.11,2.91,-Inf,13.6,-Inf,0.17,0.22,0.16,3.55,-Inf,-Inf
"Tamarac","Nov","min",-20.86,-26.61,-18.56,0,Inf,60.16,-24.06,0,Inf,1.51,Inf,0.04,0.06,0.04,0.4,Inf,Inf
"Tamarac","Nov","obs_na",0,0,0,0,120,0,0,0,120,0,120,0,0,0,0,120,120
"Tamarac","Dec","mean",-7.75,-10.98,-4.8,0.9,NA,86.87,-9.61,0.88,NA,6.28,NA,0.11,0.14,0.09,0.58,NA,NA
"Tamarac","Dec","max",5.5,3.46,8.12,15.6,-Inf,99.37,1.91,3.41,-Inf,15.36,-Inf,0.17,0.25,0.16,1.92,-Inf,-Inf
"Tamarac","Dec","min",-33.18,-37.92,-27.96,0,Inf,67.15,-36.05,0,Inf,1.01,Inf,0.05,0.06,0.05,-0.34,Inf,Inf
"Tamarac","Dec","obs_na",0,0,0,0,124,0,0,0,124,0,124,0,0,0,0,124,124
"Thompson","Jan","mean",-6.88,-9.99,-3.68,0.87,910.41,89.18,-8.42,0.51,347.01,3.62,24.39,0.05,NA,NA,NA,27.73,NA
"Thompson","Jan","max",5.27,2.69,9.95,29.6,931.75,100,2.98,4.48,89.92,16.88,78.63,0.15,-Inf,-Inf,-Inf,100,-Inf
"Thompson","Jan","min",-31.63,-36.46,-26.11,0,874.84,58.13,-35.76,0,270.21,0,3.21,0.01,Inf,Inf,Inf,0,Inf
"Thompson","Jan","obs_na",0,0,0,0,0,0,0,0,31,0,0,217,496,496,496,0,496
"Thompson","Feb","mean",-6.31,-10.58,-1.6,0.6,911.45,81.01,-9.24,0.58,354.35,4.31,60.5,0.05,NA,NA,NA,16.43,NA
"Thompson","Feb","max",5.01,2.03,11.03,24.4,932.04,100,2.26,4.03,89.92,16.7,160.25,0.22,-Inf,-Inf,-Inf,100,-Inf
"Thompson","Feb","min",-26.8,-33.3,-22.02,0,884.45,47.4,-29.71,0,270.2,0,6.03,0.01,Inf,Inf,Inf,0,Inf
"Thompson","Feb","obs_na",0,0,0,0,0,0,0,0,28,0,0,199,453,453,453,0,453
"Thompson","Mar","mean",-1.3,-6.07,3.99,0.5,908.84,69.23,-6.78,0.86,350.94,5.87,118.24,0.06,NA,NA,NA,12,NA
"Thompson","Mar","max",9.9,2.98,21.33,8.6,930.05,99.86,3.04,4.62,89.78,18.55,238.85,0.15,-Inf,-Inf,-Inf,100,-Inf
"Thompson","Mar","min",-22.67,-28.92,-17.9,0,879.1,38.27,-29.55,0,270.09,1.01,14.1,0.01,Inf,Inf,Inf,0,Inf
"Thompson","Mar","obs_na",0,0,0,29,0,0,0,0,31,0,0,217,496,496,496,0,496
"Thompson","Apr","mean",2.9,-2.39,8.5,0.65,911.55,63.72,-4.14,0.86,359.29,6.12,177.91,0.15,NA,NA,NA,14.72,NA
"Thompson","Apr","max",12.1,5.62,22.73,14.2,929.86,100,6.07,4.18,89.79,19.67,323.79,0.4,-Inf,-Inf,-Inf,100,-Inf
"Thompson","Apr","min",-11.29,-18.88,-4.62,0,887.25,30.95,-18.27,0,270.78,0.19,41.55,0.06,Inf,Inf,Inf,0,Inf
"Thompson","Apr","obs_na",0,0,0,30,0,0,0,0,30,0,0,210,480,480,480,0,480
"Thompson","May","mean",8.88,2.66,14.97,1.23,913.18,62.51,1.05,0.85,3.7,5.89,220.26,0.1,NA,NA,NA,17.13,NA
"Thompson","May","max",21.06,11.88,31.05,34.6,928.49,100,10.12,3.51,89.55,14.84,382.19,0.15,-Inf,-Inf,-Inf,100,-Inf
"Thompson","May","min",0.87,-4.74,2.4,0,893.94,27.25,-8.85,0,270.08,0,25.93,0.03,Inf,Inf,Inf,0,Inf
"Thompson","May","obs_na",0,0,0,31,0,0,0,0,31,0,0,217,496,496,496,0,496
"Thompson","Jun","mean",12.25,6.19,18.22,1.15,913.36,63.8,4.68,0.81,7,5.77,235.55,0.07,NA,NA,NA,16.89,NA
"Thompson","Jun","max",27.91,16.99,37.65,25.8,924.8,100,14.27,3.5,89.96,13.17,401.88,0.15,-Inf,-Inf,-Inf,100,-Inf
"Thompson","Jun","min",5.04,-1.16,7.89,0,894.95,30.03,-4.37,0,270.55,0,63.48,0.02,Inf,Inf,Inf,0,Inf
"Thompson","Jun","obs_na",0,0,0,13,0,0,0,0,5,0,0,200,470,470,470,0,470
"Thompson","Jul","mean",15.27,9.05,21.59,1.38,915.68,65.46,7.88,0.73,4.52,-Inf,234.46,0.06,NA,NA,NA,17.94,NA
"Thompson","Jul","max",24.9,18.28,34.26,38.8,927.44,99.58,13.55,4.24,89.56,13.92,385.58,0.14,-Inf,-Inf,-Inf,100,-Inf
"Thompson","Jul","min",8.1,1.7,9.42,0,901.99,31.56,-0.88,0,270.25,-Inf,38.02,0.02,Inf,Inf,Inf,0,Inf
"Thompson","Jul","obs_na",0,0,0,0,0,0,0,16,18,0,0,186,465,465,465,0,465
"Thompson","Aug","mean",14.8,8.49,21.34,0.89,914.73,65.43,7.43,0.78,6.89,-Inf,187.91,0.03,NA,NA,NA,18.09,NA
"Thompson","Aug","max",22.71,16.01,31.74,16.8,927.17,100,13.71,3.87,89.9,13.36,337.54,0.1,-Inf,-Inf,-Inf,95.83,-Inf
"Thompson","Aug","min",5.52,1.17,8.37,0,896.75,35.27,0.45,0,270.14,-Inf,46.34,0.02,Inf,Inf,Inf,0,Inf
"Thompson","Aug","obs_na",0,0,0,0,0,0,0,31,31,0,0,201,480,480,480,0,480
"Thompson","Sep","mean",9.77,4.49,15.73,1.11,913.43,74.39,4.79,0.79,6.16,-Inf,122.49,0.03,NA,NA,NA,28.39,NA
"Thompson","Sep","max",19.21,13.32,31.15,21.6,932.69,99.71,11.11,3.47,89.62,14.66,258.79,0.11,-Inf,-Inf,-Inf,100,-Inf
"Thompson","Sep","min",-0.31,-5.57,0.33,0,895.88,44.11,-7.33,0,270.01,-Inf,11.61,0.01,Inf,Inf,Inf,0,Inf
"Thompson","Sep","obs_na",0,0,0,0,0,0,0,30,30,0,0,237,500,500,500,0,500
"Thompson","Oct","mean",3.29,-0.32,7.62,1.36,911.68,82.95,0.37,0.74,357.6,-Inf,65.24,0.06,NA,NA,NA,36.75,NA
"Thompson","Oct","max",14.24,10.35,23.45,34.8,932.65,100,10.08,4.6,89.56,19.11,166.76,0.16,-Inf,-Inf,-Inf,100,-Inf
"Thompson","Oct","min",-9.67,-14.39,-6.82,0,888,49.02,-13.97,0,271.19,-Inf,5.4,0.01,Inf,Inf,Inf,0,Inf
"Thompson","Oct","obs_na",0,0,0,0,0,0,0,3,31,0,0,243,522,522,522,0,522
"Thompson","Nov","mean",-2.82,-5.52,0.14,0.93,909.35,89.64,-4.37,0.61,352.34,4.44,30.36,0.09,NA,NA,NA,34.69,NA
"Thompson","Nov","max",8.09,4.74,12.9,23,938.6,100,5.61,3.84,89.19,17.81,92.59,0.17,-Inf,-Inf,-Inf,100,-Inf
"Thompson","Nov","min",-22.38,-27.06,-17.36,0,883.5,64.33,-24.72,0,270.03,0,1.96,0.01,Inf,Inf,Inf,0,Inf
"Thompson","Nov","obs_na",0,0,0,0,0,0,0,0,30,0,0,223,493,493,493,0,493
"Thompson","Dec","mean",-8.27,-11.27,-5.33,0.29,910.24,90.54,-9.57,0.42,344.54,3.2,18.33,0.06,NA,NA,NA,28.57,NA
"Thompson","Dec","max",3.87,2.26,6.62,19.4,940.06,100,3.57,4.12,89.62,17.07,65.35,0.15,-Inf,-Inf,-Inf,100,-Inf
"Thompson","Dec","min",-31.02,-34.59,-25.21,0,883.18,65.56,-33.54,0,270.09,0,1.28,0,Inf,Inf,Inf,0,Inf
"Thompson","Dec","obs_na",0,0,0,0,0,0,0,0,31,0,0,217,496,496,496,0,496
